Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Total_Macros_g,Carbs_Protein_Ratio
-0.5340718942301559,-0.14909196565463795,-0.279887096476983,-0.34115762419043444,-0.6070198942405624,-0.13383400685250674
0.8883157355061583,-0.06234671073834885,-0.8896598578439897,0.5998230957439328,0.4673263651013465,-0.13382828058996346
1.164891107954886,-0.49607298531979444,1.509446088518004,1.0703134557111165,1.4745259832343862,-0.13382218983218225
-0.4945611267374805,-0.7042615971188884,-0.2698908217004747,0.011710145784953248,-0.6812346029451022,-0.13383115703406007
-1.158342020614427,2.2797751720014574,-0.799693384855415,-0.6940253941658221,-0.8544022565890284,-0.13383693465360255
-0.9015220319120371,-0.92979925990124,-0.7297194614198569,-0.8900630441521487,-1.253748070094409,-0.13383320259883286
-0.13896421930340191,-1.3635255344826855,0.30989311533700714,-0.8900630441521487,-0.29249089068322726,3.199628117158332
-1.1397719598928697,1.9900460205810513,-0.8226848168413841,-0.8900630441521487,-0.904938939183072,-0.1338368985394201
1.164891107954886,0.3713795638430967,-0.2698908217004747,2.560199595607198,1.0221696635114772,-0.13382959751023113
-1.0121521808915281,-0.634865393185857,-0.6097641641017572,-0.8900630441521487,-1.2502140363465735,-0.13383556482036085
0.3746757581013782,-1.2767802795663965,-0.9396412317265312,-0.3803651541876997,-0.257150553204875,-0.13373823784148373
0.019078850667299647,-0.3572805774537319,-0.6697418127608069,0.6782381557384635,-0.29249089068322726,-0.133830406401012
0.8883157355061583,-0.04499765975509108,2.2091853228735854,0.5998230957439328,1.5664108606781018,-0.13382839538735364
-1.036648856736987,-0.7563087500686617,-0.799693384855415,-0.8900630441521487,-1.364009923026868,-0.133835495447544
-1.1859995578593,1.5858131326711444,1.1095950974576718,-0.8900630441521487,-0.34550139690075565,-0.13383696889086047
-0.3365180567667789,-0.4093277304035053,-0.5897716145487405,-0.8900630441521487,-0.5928837592492215,-0.1338320667452264
1.9155956903157187,-0.2705353225374428,-0.9396412317265312,-0.49798774417949565,1.3260965658253066,-0.13382152352604296
1.3624449454182632,0.8918510933408315,-0.38984611901857436,3.0306899555743816,1.2624839583642726,-0.13383083212428393
-1.1267334066202868,2.4532656818340355,-0.7896971100789066,-0.811647984157618,-0.787255615380159,-0.13383689296526347
-0.020431916825375745,0.0590966461444558,0.109967619806841,-0.14511997420410794,0.03264021411761371,-0.13383248831819405
1.441466480403614,0.23258715597703403,0.30989311533700714,2.089709235640014,1.4462537132517044,-0.1338280139824659
-0.020431916825375745,-0.3434013366671256,-0.6017671442805504,0.5802193307453002,-0.3009725716780316,-0.13383070614895096
-0.2970072892741035,-0.9644973618677557,-0.3598572946890495,0.1685402657740146,-0.5893497255013862,-0.13382465908965424
-0.21798575428875272,0.544870073675675,-0.24989827214745802,0.09012520577948392,-0.1723337432568296,-0.1338341992585735
-1.0872226391276114,-0.49607298531979444,1.409483340752921,-0.8508555141548834,-0.5752135905100454,-0.1338362644345497
1.2834234104329123,0.544870073675675,0.5098186108671733,2.560199595607198,1.439185645756034,-0.13382993422290032
